"Player","Season","Position","Min","Off. g+","g+ Boost","Off. Net g+","Def. g+","g-","Def. Net g+","Net g+","League"
"Tori Huster","2021","CM","1490","-0.05","0.02","-0.03","0.03","-0.01","0.02","-0.01","NWSL"
"Sam Junqua","2021","FB","1783","-0.03","0.02","-0.01","0.01","0","0","-0.01","MLS"
"Hassani Dotson","2021","W","2619","-0.03","0.01","-0.02","0","0","0.01","-0.01","MLS"
"Clément Bayiha","2021","FB","344","-0.11","0.02","-0.09","0.07","0.02","0.09","-0.01","MLS"
"Tommy Thompson","2021","FB","797","0.01","0","0.02","-0.03","0","-0.02","-0.01","MLS"
"Addisyn Merrick","2021","CB","68","-0.14","-0.03","-0.17","0.1","0.07","0.16","-0.01","NWSL"
"Henry Kessler","2021","CB","2447","-0.02","-0.01","-0.03","0.04","-0.02","0.02","-0.01","MLS"
"Brittany Ratcliffe","2021","ST","308","0.05","-0.03","0.02","-0.03","0","-0.03","-0.01","NWSL"
"Jesús David Murillo","2021","CB","3023","-0.03","0.01","-0.02","-0.01","0.02","0.01","-0.01","MLS"
"Luis Díaz","2021","W","1081","0.02","-0.02","0","-0.02","0.01","-0.01","-0.01","MLS"
"Zarek Valentin","2021","FB","2641","0","0","0","-0.02","0.01","-0.01","-0.01","MLS"
"Andi Sullivan","2021","DM","1796","0.01","0.02","0.03","-0.01","-0.02","-0.03","-0.01","NWSL"
"Memo Rodríguez","2021","W","1700","0.02","0","0.02","-0.03","0.01","-0.03","-0.01","MLS"
"Joel Waterman","2021","CB","2021","0.01","-0.05","-0.03","-0.01","0.03","0.02","-0.01","MLS"
"Luciano Abecasis","2021","FB","1351","-0.04","-0.01","-0.05","0.04","0.01","0.05","-0.01","MLS"
"Kristen Edmonds","2021","CB","1898","-0.05","0.02","-0.03","-0.01","0.03","0.02","-0.01","NWSL"
"Manny Perez","2021","ST","435","0.02","-0.01","0.01","0","-0.02","-0.02","-0.01","MLS"
"Jack Skahan","2021","CM","311","-0.09","0.02","-0.07","0.03","0.03","0.06","-0.01","MLS"
"Eric Miller","2021","FB","1145","-0.07","0","-0.07","0.04","0.02","0.06","-0.01","MLS"
"Emmanuel Más","2021","FB","790","0.01","-0.01","0","-0.01","0","-0.01","-0.01","MLS"
"Nathan","2021","CB","1914","0.01","0","0.01","0.04","-0.06","-0.02","-0.01","MLS"
"Saad Abdul-Salaam","2021","FB","1061","-0.04","0.03","-0.01","0.02","-0.02","0","-0.01","MLS"
"Joshua Atencio","2021","CM","1661","-0.08","-0.01","-0.1","0.02","0.07","0.09","-0.01","MLS"
"Jonathan dos Santos","2021","DM","1938","0.01","-0.02","-0.01","0","0","0","-0.01","MLS"
"Jackson Conway","2021","ST","275","0.03","-0.01","0.02","-0.03","0","-0.03","-0.01","MLS"
"Moses Nyeman","2021","CM","896","-0.08","0","-0.08","0.03","0.04","0.07","-0.01","MLS"
"Quinn","2021","DM","793","-0.01","-0.01","-0.01","-0.02","0.02","0","-0.01","NWSL"
"Josef Martínez","2021","ST","1759","-0.05","0.02","-0.03","0","0.02","0.02","-0.01","MLS"
"George Campbell","2021","CB","704","-0.04","-0.03","-0.07","0.01","0.05","0.06","-0.01","MLS"
"Andrew Farrell","2021","CB","3247","0.02","-0.01","0.01","-0.01","-0.01","-0.02","-0.01","MLS"
"Kelley O'Hara","2021","FB","1160","0.03","-0.05","-0.02","-0.01","0.01","0.01","-0.01","NWSL"
"Daryl Dike","2021","ST","1445","0.01","-0.01","-0.01","-0.01","0","-0.01","-0.01","MLS"
"Jamiro Monteiro","2021","AM","2521","-0.03","0.01","-0.02","0.01","0","0.01","-0.01","MLS"
"Kevin Cabral","2021","W","2182","-0.01","0.01","0","-0.02","0.01","-0.01","-0.01","MLS"
"Sydney Leroux","2021","W","2217","-0.01","-0.02","-0.02","0.03","-0.01","0.01","-0.01","NWSL"
"Taylor Leach","2021","CB","700","0.02","0","0.01","0","-0.03","-0.03","-0.01","NWSL"
"Ethan Dobbelaere","2021","FB","219","-0.04","0","-0.04","-0.01","0.04","0.03","-0.01","MLS"
"Erik Godoy","2021","CB","1442","0.03","0","0.03","-0.03","-0.02","-0.04","-0.01","MLS"
"Boniek García","2021","CB","799","-0.03","0.04","0.01","-0.04","0.02","-0.02","-0.01","MLS"
"Drew Skundrich","2021","CM","1263","-0.04","0.01","-0.03","0.02","0","0.01","-0.01","MLS"
"Ahmed Hamdi","2021","CM","994","-0.06","0.04","-0.02","-0.02","0.03","0","-0.01","MLS"
"Cari Roccaro","2020","DM","387","-0.06","0.01","-0.05","-0.01","0.05","0.04","-0.01","NWSL"
"Andrés Ricaurte","2020","AM","1186","-0.03","0","-0.03","0.02","0","0.02","-0.01","MLS"
"Emerson Hyndman","2020","CM","1345","-0.02","-0.02","-0.04","0.01","0.02","0.03","-0.01","MLS"
"Shamit Shome","2020","FB","282","-0.07","0","-0.08","0.08","-0.01","0.07","-0.01","MLS"
"Zachary Brault-Guillard","2020","FB","1763","-0.01","0","-0.01","0.02","-0.02","0","-0.01","MLS"
"Jaylin Lindsey","2020","FB","1156","-0.02","-0.01","-0.03","0","0.02","0.02","-0.01","MLS"
"Robbie Robinson","2020","ST","494","0.01","0","0.01","-0.01","-0.01","-0.02","-0.01","MLS"
"Oswaldo Alanís","2020","CB","1112","0.04","-0.01","0.02","0.01","-0.04","-0.03","-0.01","MLS"
"Bill Tuiloma","2020","CB","693","0.05","0","0.05","-0.03","-0.03","-0.06","-0.01","MLS"
"Rolf Feltscher","2020","FB","1067","0.01","0.02","0.03","-0.02","-0.02","-0.04","-0.01","MLS"
"Henry Kessler","2020","CB","1814","0","-0.02","-0.02","0.02","-0.01","0.01","-0.01","MLS"
"Dave Romney","2020","CB","2232","-0.02","-0.01","-0.03","0.02","0","0.02","-0.01","MLS"
"Sam Vines","2020","FB","1468","-0.06","0.06","0","-0.02","0.01","-0.01","-0.01","MLS"
"Cameron Duke","2020","CM","256","-0.03","0.02","-0.01","-0.03","0.03","0","-0.01","MLS"
"Arin Wright","2020","FB","33","-0.01","0.01","0","-0.03","0.02","-0.01","-0.01","NWSL"
"Shirley Cruz","2020","DM","353","-0.04","0.04","0","-0.02","0","-0.01","-0.01","NWSL"
"Alexander Callens","2020","CB","1818","0","-0.02","-0.02","-0.04","0.05","0","-0.01","MLS"
"Jordan Harvey","2020","FB","823","-0.01","0","-0.01","-0.01","0","-0.01","-0.01","MLS"
"Benji Michel","2020","W","902","-0.02","-0.01","-0.03","0","0.01","0.01","-0.01","MLS"
"Tyler Lussi","2020","ST","161","-0.08","-0.02","-0.1","0.01","0.07","0.09","-0.01","NWSL"
"David Accam","2019","W","1120","-0.01","0.02","0.01","-0.02","0","-0.01","-0.01","MLS"
"Andreas Ivan","2019","W","553","-0.06","0","-0.06","0.05","0.01","0.06","-0.01","MLS"
"Steven Beitashour","2019","FB","2042","-0.03","-0.01","-0.04","0.01","0.03","0.04","-0.01","MLS"
"Christine Nairn","2019","DM","1773","-0.03","0.02","-0.01","0.03","-0.03","0","-0.01","NWSL"
"Judson","2019","DM","2068","-0.05","-0.01","-0.06","0.07","-0.01","0.05","-0.01","MLS"
"Ismael Tajouri-Shradi","2019","W","1036","-0.01","0","-0.01","-0.01","0.01","0","-0.01","MLS"
"Andrés Ríos","2019","AM","323","0.03","0.02","0.05","-0.02","-0.03","-0.05","-0.01","MLS"
"Luke Mulholland","2019","DM","24","0.11","0.02","0.12","-0.04","-0.09","-0.13","-0.01","MLS"
"Tori Huster","2019","FB","2096","0.01","-0.01","0","0.01","-0.02","-0.01","-0.01","NWSL"
"Joanna Boyles","2019","DM","1492","-0.01","0.04","0.03","0","-0.04","-0.04","-0.01","NWSL"
"Ariana Calderón","2019","ST","166","0.05","-0.01","0.04","0","-0.05","-0.04","-0.01","NWSL"
"Sacha Kljestan","2019","AM","1523","-0.04","0.03","-0.01","0.01","-0.01","0","-0.01","MLS"
"Gaby Vincent","2019","CB","753","0.02","0","0.02","0.01","-0.03","-0.03","-0.01","NWSL"
"Raymon Gaddis","2019","FB","3243","-0.03","-0.01","-0.04","0.02","0.01","0.03","-0.01","MLS"
"Lauren Barnes","2019","CB","2263","0","0","-0.01","-0.02","0.01","0","-0.01","NWSL"
"Edgar Castillo","2019","FB","1836","-0.02","0.01","-0.01","0.06","-0.06","0","-0.01","MLS"
"Bill Tuiloma","2019","CB","2138","0","0","0.01","0.03","-0.05","-0.02","-0.01","MLS"
"Tegan McGrady","2019","FB","416","-0.06","0","-0.06","0.04","0.01","0.05","-0.01","NWSL"
"Steph Catley","2019","FB","1432","0","-0.01","-0.01","-0.01","0.01","0","-0.01","NWSL"
"Katherine Reynolds","2019","CB","1820","0","0.01","0.01","-0.02","0.01","-0.02","-0.01","NWSL"
"Taylor Comeau","2019","FB","99","0.08","0.01","0.09","-0.11","0.01","-0.11","-0.01","NWSL"
"Bradley Wright-Phillips","2019","ST","1259","-0.04","0.03","-0.01","0","0","0","-0.01","MLS"
"Teal Bunbury","2019","ST","2392","-0.02","0.01","-0.01","0","-0.01","-0.01","-0.01","MLS"
"Kai Wagner","2019","FB","2949","-0.02","0.02","0","-0.02","0","-0.01","-0.01","MLS"
"Meredith Speck","2019","ST","110","-0.08","-0.02","-0.1","0.1","-0.02","0.08","-0.01","NWSL"
"Crystal Thomas","2019","W","730","-0.08","-0.01","-0.08","0.05","0.02","0.07","-0.01","NWSL"
"Emily Sonnett","2019","CB","1184","0.04","0.01","0.04","-0.04","-0.02","-0.06","-0.01","NWSL"
"Lo'eau LaBonta","2019","CM","1982","-0.01","-0.03","-0.03","0.02","0","0.02","-0.01","NWSL"
"Madison Pogarch","2019","W","116","-0.06","-0.01","-0.08","0.07","0","0.06","-0.01","NWSL"
"Beverly Yanez","2019","CM","1898","-0.01","-0.01","-0.02","0","0","0.01","-0.01","NWSL"
